Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,drafted,year,drafted_team,drafted_pick,drafted_year,cfb_link,cav_url,cfb_school,cfb_Conf,cfb_G,cfb_Completions,cfb_Attempts,cfb_CompPct,cfb_PassingYds,cfb_YdsPerAtt,cfb_AdjPassPerAtt,cfb_Tds,cfb_Int,cfb_rating,nfl_cav
Tyree Jackson,QB,Buffalo,College Stats,6-7,249,4.59,34.5,,120,7.09,4.28,",,,",2019,,,,https://www.sports-reference.com/cfb/players/tyree-jackson-1.html,/players/J/JackTy00.htm,Buffalo,NA,32,533,955,55.8,6999,7.3,7.2,49,24,129.3,NA
Daniel Jones,QB,Duke,College Stats,6-5,221,4.81,33.5,,120,7.00,4.41,"New York Giants,1st,6th pick,2019",2019,New York Giants,6,2019,https://www.sports-reference.com/cfb/players/daniel-jones-4.html,/players/J/JoneDa05.htm,Duke,NA,36,764,1275,59.9,8201,6.4,6.2,52,29,122.9,18
Drew Lock,QB,Missouri,College Stats,6-4,228,4.69,31.0,,112,7.03,4.12,"Denver Broncos,2nd,42nd pick,2019",2019,Denver Broncos,42,2019,https://www.sports-reference.com/cfb/players/drew-lock-1.html,/players/L/LockDr00.htm,Missouri,NA,50,883,1553,56.9,12193,7.9,8.0,99,39,138.8,8
Trace McSorley,QB,Penn State,College Stats,6-0,202,4.57,33.0,,115,7.09,4.12,"Baltimore Ravens,6th,197th pick,2019",2019,Baltimore Ravens,197,2019,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html,/players/M/McSoTr00.htm,Penn State,NA,46,720,1215,59.3,9899,8.1,8.5,77,25,144.5,0
Gardner Minshew,QB,Washington State,College Stats,6-1,225,4.97,33.5,,116,7.14,4.45,"Jacksonville Jaguars,6th,178th pick,2019",2019,Jacksonville Jaguars,178,2019,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html,/players/M/MinsGa00.htm,Washington State,NA,30,468,662,70.7,4779,7.2,7.8,38,9,147.6,16
Kyler Murray,QB,Oklahoma,College Stats,5-10,207,,,,,,,"Arizona Cardinals,1st,1st pick,2019",2019,Arizona Cardinals,1,2019,https://www.sports-reference.com/cfb/players/kyler-murray-1.html,/players/M/MurrKy00.htm,Oklahoma,NA,29,278,398,69.8,4720,11.9,13.3,45,7,203.3,30
Brett Rypien,QB,Boise State,College Stats,6-2,210,4.91,33.0,,116,7.10,4.29,",,,",2019,,,,https://www.sports-reference.com/cfb/players/brett-rypien-1.html,/players/R/RypiBr00.htm,Boise State,NA,50,1035,1617,64.0,13578,8.4,8.7,90,29,149.3,1
Kyle Shurmur,QB,Vanderbilt,College Stats,6-4,230,4.91,29.5,,106,7.51,4.53,",,,",2019,,,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html,/players/S/ShurKy00.htm,Vanderbilt,NA,44,722,1264,57.1,8865,7.0,7.0,64,29,128.2,NA
Easton Stick,QB,North Dakota State,,6-1,224,4.62,33.5,,118,6.65,4.05,"Los Angeles Chargers,5th,166th pick,2019",2019,Los Angeles Chargers,166,2019,NA,/players/S/SticEa00.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jarrett Stidham,QB,Auburn,College Stats,6-2,218,4.81,31.0,,110,7.28,4.33,"New England Patriots,4th,133rd pick,2019",2019,New England Patriots,133,2019,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html,/players/S/StidJa00.htm,Auburn,NA,37,470,739,63.6,5952,8.1,8.4,36,11,144.4,1
Jordan Ta'amu,QB,Mississippi,College Stats,6-3,221,4.77,27.5,,109,7.06,4.36,",,,",2019,,,,https://www.sports-reference.com/cfb/players/jordan-taamu-1.html,/players/T/TaamJo00.htm,Ole Miss,NA,19,381,591,64.5,5600,9.5,9.6,30,12,156.8,NA
Clayton Thorson,QB,Northwestern,College Stats,6-4,222,,,,,,,"Philadelphia Eagles,5th,167th pick,2019",2019,Philadelphia Eagles,167,2019,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html,/players/T/ThorCl00.htm,Northwestern,NA,53,991,1696,58.4,10731,6.3,5.9,61,45,118.1,NA
Kelly Bryant,QB,Missouri,College Stats,6-3,229,4.69,35.0,,125,7.33,4.51,",,,",2020,,,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html,/players/B/BryaKe01.htm,Missouri,NA,39,181,292,62.0,2215,7.6,7.7,15,6,138.5,NA
Joe Burrow,QB,LSU,College Stats,6-3,221,,,,,,,"Cincinnati Bengals,1st,1st pick,2020",2020,Cincinnati Bengals,1,2020,https://www.sports-reference.com/cfb/players/joe-burrow-1.html,/players/B/BurrJo01.htm,LSU,NA,38,621,906,68.5,8565,9.5,10.6,76,11,173.2,7
Kevin Davidson,QB,Princeton,,6-4,224,5.00,28.0,,109,7.13,4.37,",,,",2020,,,,NA,/players/D/DaviKe04.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Eason,QB,Washington,College Stats,6-6,231,4.89,27.5,,110,7.50,4.75,"Indianapolis Colts,4th,122nd pick,2020",2020,Indianapolis Colts,122,2020,https://www.sports-reference.com/cfb/players/jacob-eason-1.html,/players/E/EasoJa00.htm,Washington,NA,29,260,405,64.2,3132,7.7,8.0,23,8,143.9,NA
Jake Fromm,QB,Georgia,College Stats,6-2,219,5.01,30.0,,111,7.27,4.51,"Buffalo Bills,5th,167th pick,2020",2020,Buffalo Bills,167,2020,https://www.sports-reference.com/cfb/players/jake-fromm-1.html,/players/F/FromJa00.htm,Georgia,NA,43,621,982,63.2,8224,8.4,9.1,78,18,156.1,NA
Anthony Gordon,QB,Washington State,College Stats,6-2,205,,,,,,,",,,",2020,,,,https://www.sports-reference.com/cfb/players/anthony-gordon-2.html,/players/G/GordAn00.htm,Washington State,NA,15,496,694,71.5,5596,8.1,8.3,48,17,157.1,NA
Justin Herbert,QB,Oregon,College Stats,6-6,236,4.68,35.5,,123,7.06,4.46,"Los Angeles Chargers,1st,6th pick,2020",2020,Los Angeles Chargers,6,2020,https://www.sports-reference.com/cfb/players/justin-herbert-1.html,/players/H/HerbJu00.htm,Oregon,NA,43,827,1293,64.0,10541,8.2,8.8,95,23,153.1,13
Jalen Hurts,QB,Oklahoma,College Stats,6-1,222,4.59,35.0,,125,,,"Philadelphia Eagles,2nd,53rd pick,2020",2020,Philadelphia Eagles,53,2020,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html,/players/H/HurtJa00.htm,Oklahoma,NA,56,237,340,69.7,3851,11.3,12.2,32,8,191.2,4
Brian Lewerke,QB,Michigan State,College Stats,6-2,213,4.95,31.0,,113,7.14,4.40,",,,",2020,,,,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html,/players/L/LeweBr00.htm,Michigan State,NA,41,721,1249,57.7,8293,6.6,6.2,47,32,120.8,NA
Jordan Love,QB,Utah State,College Stats,6-4,224,4.74,35.5,,118,7.21,4.52,"Green Bay Packers,1st,26th pick,2020",2020,Green Bay Packers,26,2020,https://www.sports-reference.com/cfb/players/jordan-love-2.html,/players/L/LoveJo03.htm,Utah State,NA,38,689,1125,61.2,8600,7.6,7.6,60,29,137.9,NA
Jake Luton,QB,Oregon State,College Stats,6-6,224,,,,,,,"Jacksonville Jaguars,6th,189th pick,2020",2020,Jacksonville Jaguars,189,2020,https://www.sports-reference.com/cfb/players/jake-luton-1.html,/players/L/LutoJa00.htm,Oregon State,NA,29,445,717,62.1,5227,7.3,7.8,42,11,139.6,1
Cole McDonald,QB,Hawaii,College Stats,6-3,215,4.58,36.0,,121,7.13,4.52,"Tennessee Titans,7th,224th pick,2020",2020,Tennessee Titans,224,2020,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html,/players/M/McDoCo00.htm,Hawaii,NA,33,616,1004,61.4,8032,8.0,8.3,70,24,146.8,NA
Steven Montez,QB,Colorado,College Stats,6-4,231,4.68,33.0,,117,7.25,4.43,",,,",2020,,,,https://www.sports-reference.com/cfb/players/steven-montez-1.html,/players/M/MontSt00.htm,Colorado,NA,45,824,1321,62.4,9710,7.4,7.2,63,33,134.9,NA
James Morgan,QB,Florida International,College Stats,6-4,229,4.89,29.0,,112,7.51,4.64,"New York Jets,4th,125th pick,2020",2020,New York Jets,125,2020,https://www.sports-reference.com/cfb/players/james-morgan-1.html,/players/M/MorgJa00.htm,Florida International,NA,42,420,683,61.5,5312,7.8,8.2,40,12,142.6,NA
Shea Patterson,QB,Michigan,College Stats,6-1,212,4.71,31.0,,116,7.14,4.50,",,,",2020,,,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html,/players/P/PattSh00.htm,Michigan,NA,36,424,706,60.1,5661,8.0,8.3,45,15,144.2,NA
Nate Stanley,QB,Iowa,College Stats,6-4,235,4.81,28.5,,108,7.26,4.48,"Minnesota Vikings,7th,244th pick,2020",2020,Minnesota Vikings,244,2020,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html,/players/S/StanNa00.htm,Iowa,NA,44,673,1155,58.3,8297,7.2,7.5,68,23,134.1,NA
Tua Tagovailoa,QB,Alabama,College Stats,6-0,217,,,,,,,"Miami Dolphins,1st,5th pick,2020",2020,Miami Dolphins,5,2020,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html,/players/T/TagoTu00.htm,Alabama,NA,32,474,684,69.3,7442,10.9,12.7,87,11,199.4,5
Ian Book,QB,Notre Dame,College Stats,6-0,211,4.65,32.5,,115,6.99,4.19,"New Orleans Saints,4th,133rd pick,2021",2021,New Orleans Saints,133,2021,https://www.sports-reference.com/cfb/players/ian-book-1.html,/players/B/BookIa00.htm,Notre Dame,NA,45,728,1141,63.8,8948,7.8,8.3,72,20,147.0,NA
Brady Davis,QB,Memphis,College Stats,,,4.65,31.0,,114,7.06,4.20,",,,",2021,,,,https://www.sports-reference.com/cfb/players/brady-davis-2.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,Texas,College Stats,6-1,220,4.84,36.5,,114,7.15,4.44,"Indianapolis Colts,6th,218th pick,2021",2021,Indianapolis Colts,218,2021,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html,/players/E/EhliSa00.htm,Texas,NA,46,923,1476,62.5,11436,7.7,8.2,94,27,145.0,NA
Justin Fields,QB,Ohio St.,College Stats,6-2,227,4.45,,,,,,"Chicago Bears,1st,11th pick,2021",2021,Chicago Bears,11,2021,https://www.sports-reference.com/cfb/players/justin-fields-2.html,/players/F/FielJu00.htm,Ohio State,NA,34,396,579,68.4,5373,9.3,10.8,63,9,179.1,NA
Feleipe Franks,QB,Arkansas,College Stats,6-6,234,4.61,32.5,,117,7.16,4.22,",,,",2021,,,,https://www.sports-reference.com/cfb/players/feleipe-franks-1.html,/players/F/FranFe00.htm,Arkansas,NA,37,163,238,68.5,2107,8.9,9.5,17,4,163.1,NA
Mac Jones,QB,Alabama,College Stats,6-2,217,4.72,32.0,,116,7.04,4.39,"New England Patriots,1st,15th pick,2021",2021,New England Patriots,15,2021,https://www.sports-reference.com/cfb/players/mac-jones-1.html,/players/J/JoneMa05.htm,Alabama,NA,30,413,556,74.3,6126,11.0,12.5,56,7,197.6,NA
Trey Lance,QB,North Dakota St.,College Stats,6-3,224,,,,,,,"San Francisco 49ers,1st,3rd pick,2021",2021,San Francisco 49ers,3,2021,https://www.sports-reference.com/cfb/players/trey-lance-1.html,/players/L/LancTr00.htm,North Dakota State,NA,19,208,318,65.4,2947,9.3,11.0,30,1,173.8,NA
Trevor Lawrence,QB,Clemson,College Stats,6-5,213,,,,,,,"Jacksonville Jaguars,1st,1st pick,2021",2021,Jacksonville Jaguars,1,2021,https://www.sports-reference.com/cfb/players/trevor-lawrence-1.html,/players/L/LawrTr00.htm,Clemson,NA,40,758,1138,66.6,10098,8.9,9.8,90,17,164.3,NA
Davis Mills,QB,Stanford,College Stats,6-3,217,4.82,32.0,,110,6.95,4.40,"Houston Texans,3rd,67th pick,2021",2021,Houston Texans,67,2021,https://www.sports-reference.com/cfb/players/davis-mills-1.html,/players/M/MillDa02.htm,Stanford,NA,14,287,438,65.5,3468,7.9,7.9,18,8,141.9,NA
David Moore,QB,Central Michigan,College Stats,6-0,200,4.86,29.5,,112,7.62,4.75,",,,",2021,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html,NA,Central Michigan,NA,12,94,164,57.3,1143,7.0,6.5,5,4,121.0,NA
Jamie Newman,QB,Georgia,College Stats,6-2,234,,,,,,,",,,",2021,,,,https://www.sports-reference.com/cfb/players/jamie-newman-1.html,/players/N/NewmJa00.htm,Georgia,NA,19,,,,,,,,,,NA
Peyton Ramsey,QB,Northwestern,College Stats,6-1,215,4.77,28.0,,108,7.28,4.41,",,,",2021,,,,https://www.sports-reference.com/cfb/players/peyton-ramsey-1.html,/players/R/RamsPe00.htm,Northwestern,NA,40,172,282,61.0,1733,6.1,5.7,12,8,121.0,NA
Zach Smith,QB,Tulsa,College Stats,6-3,222,5.23,29.5,,111,7.26,4.52,",,,",2021,,,,https://www.sports-reference.com/cfb/players/zach-smith-6.html,/players/S/SmitZa01.htm,Tulsa,NA,40,393,692,56.8,5226,7.6,7.2,32,19,130.0,NA
Zac Thomas,QB,Appalachian St.,College Stats,6-0,205,4.59,30.0,,115,7.06,4.28,",,,",2021,,,,https://www.sports-reference.com/cfb/players/zac-thomas-2.html,/players/T/ThomZa03.htm,Appalachian State,NA,41,576,914,63.0,6979,7.6,8.0,69,23,147.0,NA
Kevin Thomson,QB,Washington,College Stats,6-0,198,4.75,35.5,21,126,6.98,4.23,",,,",2021,,,,https://www.sports-reference.com/cfb/players/kevin-thomson-1.html,/players/T/ThomKe05.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,Florida,College Stats,6-5,236,5.10,31.5,,113,7.08,4.60,"Tampa Bay Buccaneers,2nd,64th pick,2021",2021,Tampa Bay Buccaneers,64,2021,https://www.sports-reference.com/cfb/players/kyle-trask-1.html,/players/T/TrasKy00.htm,Florida,NA,27,552,813,67.9,7386,9.1,10.0,69,15,168.5,NA
Brady White,QB,Memphis,College Stats,6-1,210,4.84,29.0,,,6.97,4.33,",,,",2021,,,,https://www.sports-reference.com/cfb/players/brady-white-1.html,/players/W/WhitBr00.htm,Memphis,NA,41,769,1233,62.4,10690,8.7,9.0,90,30,154.4,NA
Zach Wilson,QB,BYU,College Stats,6-2,214,,,,,,,"New York Jets,1st,2nd pick,2021",2021,New York Jets,2,2021,https://www.sports-reference.com/cfb/players/zach-wilson-3.html,/players/W/WilsZa00.htm,Brigham Young,NA,30,566,837,67.6,7652,9.1,9.7,56,15,162.9,NA
